Date;Local;Visitor;HG;AG;Outcome;1.5+;2.5+;3.5+;TG;BTS;hCS;aCS;HTh;HTa;FG;sample
31. Jul;Ascoli;Benevento;2;4;Away win;+;+;+;6;+;-;-;0;3;V;1
31. Jul;Chievo;Pescara;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
31. Jul;Cosenza;Juve Stabia;3;1;Home win;+;+;+;4;+;-;-;2;1;L;1
31. Jul;Cremonese;Pordenone;2;2;Draw;+;+;+;4;+;-;-;1;1;V;1
31. Jul;Frosinone;Pisa;1;1;Draw;+;-;-;2;+;-;-;0;0;V;1
31. Jul;Livorno;Empoli;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
31. Jul;Salernitana;Spezia;1;2;Away win;+;+;-;3;+;-;-;1;1;L;1
31. Jul;Trapani;Crotone;2;0;Home win;+;-;-;2;-;+;-;0;0;L;1
31. Jul;Venezia;Perugia;3;1;Home win;+;+;+;4;+;-;-;1;0;L;1
31. Jul;Virtus Entella;Cittadella;2;3;Away win;+;+;+;5;+;-;-;2;2;V;1
