Date;Local;Visitor;HG;AG;Outcome;1.5+;2.5+;3.5+;TG;BTS;hCS;aCS;HTh;HTa;FG;sample
24. Jun;Hallescher FC;Carl Zeiss Jena;5;3;Home win;+;+;+;8;+;-;-;2;2;L;1
24. Jun;Pr. Munster;Zwickau;2;1;Home win;+;+;-;3;+;-;-;0;0;V;1
24. Jun;Sonnenhof;Meppen;1;2;Away win;+;+;-;3;+;-;-;1;0;L;1
24. Jun;Unterhaching;Magdeburg;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
26. Jun;KFC Uerdingen;Chemnitzer;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
27. Jun;1860 Munchen;Unterhaching;3;0;Home win;+;+;-;3;-;+;-;1;0;L;1
27. Jun;Carl Zeiss Jena;Bayern Munich B;1;2;Away win;+;+;-;3;+;-;-;1;1;V;1
27. Jun;Kaiserslautern;Viktoria Koln;3;0;Home win;+;+;-;3;-;+;-;1;0;L;1
27. Jun;Mannheim;Pr. Munster;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
27. Jun;MSV Duisburg;Hallescher FC;2;2;Draw;+;+;+;4;+;-;-;1;2;V;1
27. Jun;Wurzburger K.;Hansa Rostock;3;1;Home win;+;+;+;4;+;-;-;2;0;L;1
27. Jun;Zwickau;Braunschweig;3;2;Home win;+;+;+;5;+;-;-;0;1;V;1
28. Jun;Magdeburg;Sonnenhof;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
28. Jun;Meppen;FC Ingolstadt;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
01. Jul;Bayern Munich B;MSV Duisburg;2;2;Draw;+;+;+;4;+;-;-;0;1;V;1
01. Jul;Braunschweig;Mannheim;3;2;Home win;+;+;+;5;+;-;-;2;1;L;1
01. Jul;FC Ingolstadt;Magdeburg;0;2;Away win;+;-;-;2;-;-;+;0;0;V;1
01. Jul;Hallescher FC;Kaiserslautern;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
01. Jul;Hansa Rostock;KFC Uerdingen;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
01. Jul;Pr. Munster;Meppen;0;3;Away win;+;+;-;3;-;-;+;0;1;V;1
01. Jul;Sonnenhof;1860 Munchen;2;4;Away win;+;+;+;6;+;-;-;2;2;V;1
01. Jul;Unterhaching;Carl Zeiss Jena;2;2;Draw;+;+;+;4;+;-;-;0;0;V;1
01. Jul;Viktoria Koln;Wurzburger K.;5;1;Home win;+;+;+;6;+;-;-;0;0;L;1
01. Jul;Zwickau;Chemnitzer;2;1;Home win;+;+;-;3;+;-;-;0;0;L;1
04. Jul;1860 Munchen;FC Ingolstadt;0;2;Away win;+;-;-;2;-;-;+;0;0;V;1
04. Jul;Carl Zeiss Jena;Sonnenhof;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
04. Jul;Chemnitzer;Hansa Rostock;4;2;Home win;+;+;+;6;+;-;-;0;0;L;1
04. Jul;Kaiserslautern;Bayern Munich B;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
04. Jul;KFC Uerdingen;Viktoria Koln;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
04. Jul;Magdeburg;Pr. Munster;2;2;Draw;+;+;+;4;+;-;-;0;0;L;1
04. Jul;Mannheim;Zwickau;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
04. Jul;Meppen;Braunschweig;4;3;Home win;+;+;+;7;+;-;-;3;1;L;1
04. Jul;MSV Duisburg;Unterhaching;4;0;Home win;+;+;+;4;-;+;-;1;0;L;1
04. Jul;Wurzburger K.;Hallescher FC;2;2;Draw;+;+;+;4;+;-;-;1;1;V;1
