Date;Local;Visitor;HG;AG;Outcome;1.5+;2.5+;3.5+;TG;BTS;hCS;aCS;HTh;HTa;FG;sample
25. Jan;Alaves;Villarreal;1;2;Away win;+;+;-;3;+;-;-;0;1;V;0
25. Jan;Espanyol;Athletic Bilbao;1;1;Draw;+;-;-;2;+;-;-;0;1;V;0
25. Jan;FC Sevilla;Granada;2;0;Home win;+;-;-;2;-;+;-;2;0;L;0
25. Jan;Valencia;FC Barcelona;2;0;Home win;+;-;-;2;-;+;-;0;0;L;0
26. Jan;Atletico Madrid;Leganes;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
26. Jan;Celta Vigo;Eibar;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
26. Jan;Getafe;Real Betis;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
26. Jan;Real Sociedad;Mallorca;3;0;Home win;+;+;-;3;-;+;-;0;0;L;0
26. Jan;Valladolid;Real Madrid;0;1;Away win;-;-;-;1;-;-;+;0;0;V;0
01. Feb;Granada;Espanyol;2;1;Home win;+;+;-;3;+;-;-;1;1;V;0
01. Feb;Mallorca;Valladolid;0;1;Away win;-;-;-;1;-;-;+;0;0;V;0
01. Feb;Real Madrid;Atletico Madrid;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
01. Feb;Valencia;Celta Vigo;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
02. Feb;Athletic Bilbao;Getafe;0;2;Away win;+;-;-;2;-;-;+;0;1;V;0
02. Feb;Eibar;Real Betis;1;1;Draw;+;-;-;2;+;-;-;1;1;V;0
02. Feb;FC Barcelona;Levante;2;1;Home win;+;+;-;3;+;-;-;2;0;L;0
02. Feb;FC Sevilla;Alaves;1;1;Draw;+;-;-;2;+;-;-;0;0;V;0
02. Feb;Leganes;Real Sociedad;2;1;Home win;+;+;-;3;+;-;-;0;1;V;0
02. Feb;Villarreal;Osasuna;3;1;Home win;+;+;+;4;+;-;-;1;0;L;0
07. Feb;Alaves;Eibar;2;1;Home win;+;+;-;3;+;-;-;0;0;L;0
08. Feb;Atletico Madrid;Granada;1;0;Home win;-;-;-;1;-;+;-;1;0;L;0
08. Feb;Getafe;Valencia;3;0;Home win;+;+;-;3;-;+;-;0;0;L;0
08. Feb;Levante;Leganes;2;0;Home win;+;-;-;2;-;+;-;2;0;L;0
08. Feb;Valladolid;Villarreal;1;1;Draw;+;-;-;2;+;-;-;1;0;L;0
09. Feb;Celta Vigo;FC Sevilla;2;1;Home win;+;+;-;3;+;-;-;0;1;V;0
09. Feb;Espanyol;Mallorca;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
09. Feb;Osasuna;Real Madrid;1;4;Away win;+;+;+;5;+;-;-;1;2;L;0
09. Feb;Real Betis;FC Barcelona;2;3;Away win;+;+;+;5;+;-;-;2;2;L;0
09. Feb;Real Sociedad;Athletic Bilbao;2;1;Home win;+;+;-;3;+;-;-;0;0;L;0
14. Feb;Valencia;Atletico Madrid;2;2;Draw;+;+;+;4;+;-;-;1;2;V;0
15. Feb;FC Barcelona;Getafe;2;1;Home win;+;+;-;3;+;-;-;2;0;L;0
15. Feb;Granada;Valladolid;2;1;Home win;+;+;-;3;+;-;-;0;0;V;0
15. Feb;Mallorca;Alaves;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
15. Feb;Villarreal;Levante;2;1;Home win;+;+;-;3;+;-;-;1;0;L;0
16. Feb;Athletic Bilbao;Osasuna;0;1;Away win;-;-;-;1;-;-;+;0;1;V;0
16. Feb;FC Sevilla;Espanyol;2;2;Draw;+;+;+;4;+;-;-;1;1;L;0
16. Feb;Leganes;Real Betis;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
16. Feb;Real Madrid;Celta Vigo;2;2;Draw;+;+;+;4;+;-;-;0;1;V;0
21. Feb;Real Betis;Mallorca;3;3;Draw;+;+;+;6;+;-;-;2;2;V;0
22. Feb;Celta Vigo;Leganes;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
22. Feb;FC Barcelona;Eibar;5;0;Home win;+;+;+;5;-;+;-;3;0;L;0
22. Feb;Levante;Real Madrid;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
22. Feb;Real Sociedad;Valencia;3;0;Home win;+;+;-;3;-;+;-;2;0;L;0
23. Feb;Alaves;Athletic Bilbao;2;1;Home win;+;+;-;3;+;-;-;1;1;V;0
23. Feb;Atletico Madrid;Villarreal;3;1;Home win;+;+;+;4;+;-;-;1;1;V;0
23. Feb;Getafe;FC Sevilla;0;3;Away win;+;+;-;3;-;-;+;0;1;V;0
23. Feb;Osasuna;Granada;0;3;Away win;+;+;-;3;-;-;+;0;3;V;0
23. Feb;Valladolid;Espanyol;2;1;Home win;+;+;-;3;+;-;-;0;0;L;0
28. Feb;Real Sociedad;Valladolid;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
29. Feb;Eibar;Levante;3;0;Home win;+;+;-;3;-;+;-;1;0;L;0
29. Feb;Granada;Celta Vigo;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
29. Feb;Leganes;Alaves;1;1;Draw;+;-;-;2;+;-;-;0;0;V;0
29. Feb;Valencia;Real Betis;2;1;Home win;+;+;-;3;+;-;-;0;0;L;0
1 Mar;Athletic Bilbao;Villarreal;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
1 Mar;Espanyol;Atletico Madrid;1;1;Draw;+;-;-;2;+;-;-;1;0;L;0
1 Mar;FC Sevilla;Osasuna;3;2;Home win;+;+;+;5;+;-;-;2;0;L;0
1 Mar;Mallorca;Getafe;0;1;Away win;-;-;-;1;-;-;+;0;0;V;0
1 Mar;Real Madrid;FC Barcelona;2;0;Home win;+;-;-;2;-;+;-;0;0;L;0
6 Mar;Alaves;Valencia;1;1;Draw;+;-;-;2;+;-;-;0;1;V;0
7 Mar;Atletico Madrid;FC Sevilla;2;2;Draw;+;+;+;4;+;-;-;2;2;V;0
7 Mar;Eibar;Mallorca;1;2;Away win;+;+;-;3;+;-;-;0;1;V;0
7 Mar;FC Barcelona;Real Sociedad;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
7 Mar;Getafe;Celta Vigo;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
8 Mar;Levante;Granada;1;1;Draw;+;-;-;2;+;-;-;1;0;L;0
8 Mar;Osasuna;Espanyol;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
8 Mar;Real Betis;Real Madrid;2;1;Home win;+;+;-;3;+;-;-;1;1;L;0
8 Mar;Valladolid;Athletic Bilbao;1;4;Away win;+;+;+;5;+;-;-;0;2;V;0
8 Mar;Villarreal;Leganes;1;2;Away win;+;+;-;3;+;-;-;1;0;L;0
10 Mar;Eibar;Real Sociedad;1;2;Away win;+;+;-;3;+;-;-;0;1;V;0
11. Jun;FC Sevilla;Real Betis;2;0;Home win;+;-;-;2;-;+;-;0;0;L;1
12. Jun;Granada;Getafe;2;1;Home win;+;+;-;3;+;-;-;0;1;V;1
12. Jun;Valencia;Levante;1;1;Draw;+;-;-;2;+;-;-;0;0;L;1
13. Jun;Celta Vigo;Villarreal;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
13. Jun;Espanyol;Alaves;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
13. Jun;Leganes;Valladolid;1;2;Away win;+;+;-;3;+;-;-;0;1;V;1
13. Jun;Mallorca;FC Barcelona;0;4;Away win;+;+;+;4;-;-;+;0;2;V;1
14. Jun;Athletic Bilbao;Atletico Madrid;1;1;Draw;+;-;-;2;+;-;-;1;1;L;1
14. Jun;Real Madrid;Eibar;3;1;Home win;+;+;+;4;+;-;-;3;0;L;1
14. Jun;Real Sociedad;Osasuna;1;1;Draw;+;-;-;2;+;-;-;0;1;V;1
15. Jun;Levante;FC Sevilla;1;1;Draw;+;-;-;2;+;-;-;0;0;V;1
15. Jun;Real Betis;Granada;2;2;Draw;+;+;+;4;+;-;-;0;1;V;1
16. Jun;FC Barcelona;Leganes;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
16. Jun;Getafe;Espanyol;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
16. Jun;Villarreal;Mallorca;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
17. Jun;Eibar;Athletic Bilbao;2;2;Draw;+;+;+;4;+;-;-;1;1;V;1
17. Jun;Osasuna;Atletico Madrid;0;5;Away win;+;+;+;5;-;-;+;0;1;V;1
17. Jun;Valladolid;Celta Vigo;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
18. Jun;Alaves;Real Sociedad;2;0;Home win;+;-;-;2;-;+;-;0;0;L;1
18. Jun;Real Madrid;Valencia;3;0;Home win;+;+;-;3;-;+;-;0;0;L;1
19. Jun;FC Sevilla;FC Barcelona;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
19. Jun;Granada;Villarreal;0;1;Away win;-;-;-;1;-;-;+;0;1;V;1
19. Jun;Mallorca;Leganes;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
20. Jun;Athletic Bilbao;Real Betis;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
20. Jun;Atletico Madrid;Valladolid;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
20. Jun;Espanyol;Levante;1;3;Away win;+;+;+;4;+;-;-;1;1;V;1
20. Jun;Getafe;Eibar;1;1;Draw;+;-;-;2;+;-;-;1;1;L;1
21. Jun;Celta Vigo;Alaves;6;0;Home win;+;+;+;6;-;+;-;4;0;L;1
21. Jun;Real Sociedad;Real Madrid;1;2;Away win;+;+;-;3;+;-;-;0;0;V;1
21. Jun;Valencia;Osasuna;2;0;Home win;+;-;-;2;-;+;-;2;0;L;1
22. Jun;Leganes;Granada;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
22. Jun;Villarreal;FC Sevilla;2;2;Draw;+;+;+;4;+;-;-;2;1;L;1
23. Jun;FC Barcelona;Athletic Bilbao;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
23. Jun;Levante;Atletico Madrid;0;1;Away win;-;-;-;1;-;-;+;0;1;V;1
23. Jun;Valladolid;Getafe;1;1;Draw;+;-;-;2;+;-;-;1;1;V;1
24. Jun;Alaves;Osasuna;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
24. Jun;Real Madrid;Mallorca;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
24. Jun;Real Sociedad;Celta Vigo;0;1;Away win;-;-;-;1;-;-;+;0;1;V;1
25. Jun;Eibar;Valencia;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
25. Jun;Real Betis;Espanyol;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
26. Jun;FC Sevilla;Valladolid;1;1;Draw;+;-;-;2;+;-;-;0;1;V;1
