Team;AT;HT;Score;Date Range;Home Away;League;Season;Date;Table Name;0. Games;1. GS;1a WDL;1b WDL;1c Goals;1d Goals;2. GA;2a xG;2b xG;3. Pts;3a xG Against;3b xG Against;4. xG;4a Net xG;4b Net xG;5. xGA;5a Points;5b Points;6. Net xG;7. xG Pts;D;GAvsXg+ve;GAvsXg-ve;GD;GSvsXg+ve;GSvsXg-ve;L;Lower xG;Pts vs xG;Pts vs xG +ve;Pts vs xG -ve;RankCalc;Upper xG;W;x. +ve GD;x. -ve GD;x. GD vs NetXg+ve;x. GD vs NetXg-ve;ZN([D]);ZN([L]);ZN([W])
Augsburg;RB Leipzig;Augsburg;1-2;Wahr;Home;German Bundesliga;2019/20;27.06.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.2;1;1;1.6;1;1;-1.4;0;;;-0.4;-1;;-0.8;1;-0.29;0;+0;;-0.00099;0.48;;;-1;;-0.4;0;1;0
Augsburg;Wolfsburg;Augsburg;1-2;Wahr;Home;German Bundesliga;2019/20;16.05.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.0;1;1;1.2;1;1;-0.2;1;;;-0.8;-1;+0.0;;1;-0.29;1;+1;;-0.00099;0.48;;;-1;+0.8;;0;1;0
Bayern Munich;Hoffenheim;Bayern Munich;1-2;Wahr;Home;German Bundesliga;2019/20;05.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.2;1;1;0.7;1;1;1.5;3;;;-1.3;-1;+1.2;;1;-0.29;3;+3;;-0.00099;0.48;;;-1;+2.5;;0;1;0
Bayern Munich;Leverkusen;Bayern Munich;1-2;Wahr;Home;German Bundesliga;2019/20;30.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.4;1;1;1.5;1;1;0.9;3;;;-0.5;-1;+1.4;;1;-0.29;3;+3;;-0.00099;0.48;;;-1;+1.9;;0;1;0
Ein Frankfurt;Union Berlin;Ein Frankfurt;1-2;Wahr;Home;German Bundesliga;2019/20;24.02.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.3;1;1;1.3;1;1;1.0;3;;;-0.7;-1;+1.3;;1;-0.29;3;+3;;-0.00099;0.48;;;-1;+2.0;;0;1;0
FC Koln;Hoffenheim;FC Koln;1-2;Wahr;Home;German Bundesliga;2019/20;08.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.7;1;1;1.8;1;1;-1.1;0;;;-0.2;-1;;-0.3;1;-0.29;0;+0;;-0.00099;0.48;;;-1;;-0.1;0;1;0
FC Koln;Union Berlin;FC Koln;1-2;Wahr;Home;German Bundesliga;2019/20;13.06.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.3;1;1;0.7;1;1;0.6;3;;;-1.3;-1;+0.3;;1;-0.29;3;+3;;-0.00099;0.48;;;-1;+1.6;;0;1;0
Fortuna Dusseldorf;Freiburg;Fortuna Dusseldorf;1-2;Wahr;Home;German Bundesliga;2019/20;29.09.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.8;1;1;1.6;1;1;0.2;1;;;-0.4;-1;+0.8;;1;-0.29;1;+1;;-0.00099;0.48;;;-1;+1.2;;0;1;0
Freiburg;FC Koln;Freiburg;1-2;Wahr;Home;German Bundesliga;2019/20;31.08.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.7;1;1;1.4;1;1;-0.7;0;;;-0.6;-1;;-0.3;1;-0.29;0;+0;;-0.00099;0.48;;;-1;+0.3;;0;1;0
Hertha;Dortmund;Hertha;1-2;Wahr;Home;German Bundesliga;2019/20;30.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.1;1;1;1.4;1;1;-0.3;1;;;-0.7;-1;+0.1;;1;-0.29;1;+1;;-0.00099;0.48;;;-1;+0.7;;0;1;0
Hoffenheim;Ein Frankfurt;Hoffenheim;1-2;Wahr;Home;German Bundesliga;2019/20;18.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.2;1;1;1.8;1;1;-0.6;0;;;-0.2;-1;+0.2;;1;-0.29;0;+0;;-0.00099;0.48;;;-1;+0.4;;0;1;0
Leverkusen;M'gladbach;Leverkusen;1-2;Wahr;Home;German Bundesliga;2019/20;02.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.2;1;1;2.3;1;1;-0.1;1;;+0.3;;-1;+1.2;;1;-0.29;1;+1;;-0.00099;0.48;;;-1;+0.9;;0;1;0
M'gladbach;Dortmund;M'gladbach;1-2;Wahr;Home;German Bundesliga;2019/20;07.03.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.7;1;1;1.3;1;1;1.4;3;;;-0.7;-1;+1.7;;1;-0.29;3;+3;;-0.00099;0.48;;;-1;+2.4;;0;1;0
Mainz;Freiburg;Mainz;1-2;Wahr;Home;German Bundesliga;2019/20;18.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.8;1;1;1.8;1;1;0.0;1;;;-0.2;-1;+0.8;;1;-0.29;1;+1;;-0.00099;0.48;;;-1;+1.0;;0;1;0
Paderborn;FC Koln;Paderborn;1-2;Wahr;Home;German Bundesliga;2019/20;06.03.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.7;1;1;2.2;1;1;-1.5;0;;+0.2;;-1;;-0.3;1;-0.29;0;+0;;-0.00099;0.48;;;-1;;-0.5;0;1;0
Paderborn;Hertha;Paderborn;1-2;Wahr;Home;German Bundesliga;2019/20;15.02.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.7;1;1;2.0;1;1;-1.3;0;;+0.0;;-1;;-0.3;1;-0.29;0;+0;;-0.00099;0.48;;;-1;;-0.3;0;1;0
Paderborn;Mainz;Paderborn;1-2;Wahr;Home;German Bundesliga;2019/20;05.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.6;1;1;2.8;1;1;-1.2;0;;+0.8;;-1;+0.6;;1;-0.29;0;+0;;-0.00099;0.48;;;-1;;-0.2;0;1;0
Union Berlin;Ein Frankfurt;Union Berlin;1-2;Wahr;Home;German Bundesliga;2019/20;27.09.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.0;1;1;2.2;1;1;-1.2;0;;+0.2;;-1;+0.0;;1;-0.29;0;+0;;-0.00099;0.48;;;-1;;-0.2;0;1;0
Union Berlin;Werder Bremen;Union Berlin;1-2;Wahr;Home;German Bundesliga;2019/20;14.09.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.1;1;1;2.1;1;1;0.0;1;;+0.1;;-1;+1.1;;1;-0.29;1;+1;;-0.00099;0.48;;;-1;+1.0;;0;1;0
Werder Bremen;Schalke 04;Werder Bremen;1-2;Wahr;Home;German Bundesliga;2019/20;23.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.1;1;1;0.6;1;1;1.6;3;;;-1.4;-1;+1.1;;1;-0.29;3;+3;;-0.00099;0.48;;;-1;+2.6;;0;1;0
Wolfsburg;Ein Frankfurt;Wolfsburg;1-2;Wahr;Home;German Bundesliga;2019/20;30.05.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.4;1;1;2.0;1;1;0.5;1;;;0.0;-1;+1.4;;1;-0.29;1;+1;;-0.00099;0.48;;;-1;+1.5;;0;1;0
Wolfsburg;Hertha;Wolfsburg;1-2;Wahr;Home;German Bundesliga;2019/20;25.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.3;1;1;1.7;1;1;-0.4;0;;;-0.3;-1;+0.3;;1;-0.29;0;+0;;-0.00099;0.48;;;-1;+0.6;;0;1;0
Alaves;Real Madrid;Alaves;1-2;Wahr;Home;Spanish Primera Division;2019/20;30.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.2;1;1;2.4;1;1;-1.2;0;;+0.4;;-1;+0.2;;1;-0.15;0;+0;;-0.00099;0.49;;;-1;;-0.2;0;1;0
Alaves;Villarreal;Alaves;1-2;Wahr;Home;Spanish Primera Division;2019/20;25.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.9;1;1;1.8;1;1;-1.0;0;;;-0.2;-1;;-0.1;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.0;;0;1;0
Ath Bilbao;Sevilla;Ath Bilbao;1-2;Wahr;Home;Spanish Primera Division;2019/20;09.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.5;1;1;1.6;1;1;-0.1;1;;;-0.4;-1;+0.5;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+0.9;;0;1;0
Barcelona;Osasuna;Barcelona;1-2;Wahr;Home;Spanish Primera Division;2019/20;16.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.5;1;1;0.7;1;1;0.7;3;;;-1.3;-1;+0.5;;1;-0.15;3;+3;;-0.00099;0.49;;;-1;+1.7;;0;1;0
Betis;Alaves;Betis;1-2;Wahr;Home;Spanish Primera Division;2019/20;16.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.3;1;1;2.3;1;1;0.0;1;;+0.3;;-1;+1.3;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.0;;0;1;0
Betis;Ath Madrid;Betis;1-2;Wahr;Home;Spanish Primera Division;2019/20;22.12.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.1;1;1;1.3;1;1;-0.2;0;;;-0.7;-1;+0.1;;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.8;;0;1;0
Betis;Sevilla;Betis;1-2;Wahr;Home;Spanish Primera Division;2019/20;10.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.7;1;1;0.9;1;1;0.8;3;;;-1.1;-1;+0.7;;1;-0.15;3;+3;;-0.00099;0.49;;;-1;+1.8;;0;1;0
Betis;Valladolid;Betis;1-2;Wahr;Home;Spanish Primera Division;2019/20;18.08.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.5;1;1;0.8;1;1;0.7;3;;;-1.2;-1;+0.5;;1;-0.15;3;+3;;-0.00099;0.49;;;-1;+1.7;;0;1;0
Eibar;Espanol;Eibar;1-2;Wahr;Home;Spanish Primera Division;2019/20;15.09.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.5;1;1;1.4;1;1;-0.9;0;;;-0.6;-1;;-0.5;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.1;;0;1;0
Eibar;Mallorca;Eibar;1-2;Wahr;Home;Spanish Primera Division;2019/20;07.03.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.9;1;1;0.9;1;1;0.0;1;;;-1.1;-1;;-0.1;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.0;;0;1;0
Eibar;Sociedad;Eibar;1-2;Wahr;Home;Spanish Primera Division;2019/20;10.03.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.9;1;1;1.5;1;1;0.5;1;;;-0.5;-1;+0.9;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.5;;0;1;0
Espanol;Valencia;Espanol;1-2;Wahr;Home;Spanish Primera Division;2019/20;02.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.4;1;1;2.0;1;1;-0.6;0;;;0.0;-1;+0.4;;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.4;;0;1;0
Granada;Eibar;Granada;1-2;Wahr;Home;Spanish Primera Division;2019/20;28.06.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.4;1;1;1.9;1;1;-0.5;0;;;-0.1;-1;+0.4;;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.5;;0;1;0
Granada;Levante;Granada;1-2;Wahr;Home;Spanish Primera Division;2019/20;14.12.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.3;1;1;1.1;1;1;0.2;1;;;-0.9;-1;+0.3;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.2;;0;1;0
Granada;Real Madrid;Granada;1-2;Wahr;Home;Spanish Primera Division;2019/20;13.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.3;1;1;0.5;1;1;0.8;3;;;-1.5;-1;+0.3;;1;-0.15;3;+3;;-0.00099;0.49;;;-1;+1.8;;0;1;0
Granada;Sociedad;Granada;1-2;Wahr;Home;Spanish Primera Division;2019/20;03.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.2;1;1;1.1;1;1;-0.9;0;;;-0.9;-1;;-0.8;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.1;;0;1;0
Leganes;Barcelona;Leganes;1-2;Wahr;Home;Spanish Primera Division;2019/20;23.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.4;1;1;1.8;1;1;-1.4;0;;;-0.2;-1;;-0.6;1;-0.15;0;+0;;-0.00099;0.49;;;-1;;-0.4;0;1;0
Leganes;Eibar;Leganes;1-2;Wahr;Home;Spanish Primera Division;2019/20;03.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.7;1;1;0.9;1;1;0.9;3;;;-1.1;-1;+0.7;;1;-0.15;3;+3;;-0.00099;0.49;;;-1;+1.9;;0;1;0
Leganes;Levante;Leganes;1-2;Wahr;Home;Spanish Primera Division;2019/20;05.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;3.4;1;1;1.2;1;1;2.3;3;;;-0.9;-1;+2.4;;1;-0.15;3;+3;;-0.00099;0.49;;;-1;+3.3;;0;1;0
Leganes;Valladolid;Leganes;1-2;Wahr;Home;Spanish Primera Division;2019/20;13.06.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.3;1;1;1.2;1;1;0.1;1;;;-0.9;-1;+0.3;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.1;;0;1;0
Levante;Ath Bilbao;Levante;1-2;Wahr;Home;Spanish Primera Division;2019/20;12.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.9;1;1;0.9;1;1;0.0;1;;;-1.1;-1;;-0.1;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.0;;0;1;0
Mallorca;Betis;Mallorca;1-2;Wahr;Home;Spanish Primera Division;2019/20;30.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.6;1;1;2.4;1;1;0.2;1;;+0.4;;-1;+1.6;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.2;;0;1;0
Mallorca;Granada;Mallorca;1-2;Wahr;Home;Spanish Primera Division;2019/20;16.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.3;1;1;1.0;1;1;0.3;1;;;-1.0;-1;+0.3;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.3;;0;1;0
Osasuna;Ath Bilbao;Osasuna;1-2;Wahr;Home;Spanish Primera Division;2019/20;24.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.5;1;1;1.2;1;1;0.3;1;;;-0.8;-1;+0.5;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.3;;0;1;0
Sevilla;Villarreal;Sevilla;1-2;Wahr;Home;Spanish Primera Division;2019/20;15.12.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.9;1;1;1.6;1;1;0.3;1;;;-0.4;-1;+0.9;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.3;;0;1;0
Sociedad;Getafe;Sociedad;1-2;Wahr;Home;Spanish Primera Division;2019/20;06.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.7;1;1;0.9;1;1;-0.2;0;;;-1.1;-1;;-0.3;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.8;;0;1;0
Sociedad;Levante;Sociedad;1-2;Wahr;Home;Spanish Primera Division;2019/20;30.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.0;1;1;2.0;1;1;0.0;1;;;0.0;-1;+1.0;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.0;;0;1;0
Sociedad;Real Madrid;Sociedad;1-2;Wahr;Home;Spanish Primera Division;2019/20;21.06.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.5;1;1;1.3;1;1;-0.8;0;;;-0.7;-1;;-0.5;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.2;;0;1;0
Sociedad;Villarreal;Sociedad;1-2;Wahr;Home;Spanish Primera Division;2019/20;05.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.1;1;1;1.5;1;1;-0.4;0;;;-0.5;-1;+0.1;;1;-0.15;0;+0;;-0.00099;0.49;;;-1;+0.6;;0;1;0
Villarreal;Espanol;Villarreal;1-2;Wahr;Home;Spanish Primera Division;2019/20;19.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.6;1;1;2.3;1;1;0.3;1;;+0.3;;-1;+1.6;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.3;;0;1;0
Villarreal;Leganes;Villarreal;1-2;Wahr;Home;Spanish Primera Division;2019/20;08.03.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.6;1;1;2.1;1;1;0.5;1;;+0.1;;-1;+1.6;;1;-0.15;1;+1;;-0.00099;0.49;;;-1;+1.5;;0;1;0
Villarreal;Sociedad;Villarreal;1-2;Wahr;Home;Spanish Primera Division;2019/20;13.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.3;1;1;1.4;1;1;-1.0;0;;;-0.6;-1;;-0.7;1;-0.15;0;+0;;-0.00099;0.49;;;-1;;0.0;0;1;0
Chievo;Benevento;Chievo;1-2;Wahr;Home;Italy Serie B;2019/20;26.12.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.9;1;1;1.0;1;1;-0.2;1;;;-1.0;-1;;-0.1;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+0.9;;0;1;0
Cittadella;Ascoli;Cittadella;1-2;Wahr;Home;Italy Serie B;2019/20;17.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.5;1;1;1.1;1;1;0.4;1;;;-0.9;-1;+0.5;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.4;;0;1;0
Cittadella;Benevento;Cittadella;1-2;Wahr;Home;Italy Serie B;2019/20;25.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.7;1;1;1.7;1;1;0.1;1;;;-0.3;-1;+0.7;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.1;;0;1;0
Cittadella;Empoli;Cittadella;1-2;Wahr;Home;Italy Serie B;2019/20;08.02.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.0;1;1;1.7;1;1;-0.7;0;;;-0.3;-1;+0.0;;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.3;;0;1;0
Cosenza;Cittadella;Cosenza;1-2;Wahr;Home;Italy Serie B;2019/20;03.03.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.4;1;1;1.4;1;1;0.0;1;;;-0.6;-1;+0.4;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.0;;0;1;0
Cosenza;Pescara;Cosenza;1-2;Wahr;Home;Italy Serie B;2019/20;15.09.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.7;1;1;1.6;1;1;-0.9;0;;;-0.4;-1;;-0.3;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.1;;0;1;0
Cosenza;Pordenone Calcio;Cosenza;1-2;Wahr;Home;Italy Serie B;2019/20;15.12.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.0;1;1;1.5;1;1;0.5;3;;;-0.5;-1;+1.0;;1;-0.31;3;+3;;-0.00099;0.5;;;-1;+1.5;;0;1;0
Crotone;Spezia;Crotone;1-2;Wahr;Home;Italy Serie B;2019/20;26.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.1;1;1;1.2;1;1;-0.2;1;;;-0.8;-1;+0.1;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+0.8;;0;1;0
Empoli;Pescara;Empoli;1-2;Wahr;Home;Italy Serie B;2019/20;09.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.4;1;1;1.0;1;1;1.4;3;;;-1.0;-1;+1.4;;1;-0.31;3;+3;;-0.00099;0.5;;;-1;+2.4;;0;1;0
Frosinone;Crotone;Frosinone;1-2;Wahr;Home;Italy Serie B;2019/20;26.12.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;2.0;1;1;1.8;1;1;0.1;1;;;-0.2;-1;+1.0;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.1;;0;1;0
Juve Stabia;Cremonese;Juve Stabia;1-2;Wahr;Home;Italy Serie B;2019/20;27.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.2;1;1;1.5;1;1;-0.3;1;;;-0.6;-1;+0.2;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+0.7;;0;1;0
Juve Stabia;Perugia;Juve Stabia;1-2;Wahr;Home;Italy Serie B;2019/20;02.02.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.2;1;1;3.6;1;1;-2.5;0;;+1.6;;-1;+0.2;;1;-0.31;0;+0;;-0.00099;0.5;;;-1;;-1.5;0;1;0
Livorno;Cremonese;Livorno;1-2;Wahr;Home;Italy Serie B;2019/20;10.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.3;1;1;0.9;1;1;-0.6;0;;;-1.1;-1;;-0.7;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.4;;0;1;0
Livorno;Trapani;Livorno;1-2;Wahr;Home;Italy Serie B;2019/20;23.11.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.1;1;1;1.1;1;1;0.0;1;;;-0.9;-1;+0.1;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.0;;0;1;0
Perugia;Benevento;Perugia;1-2;Wahr;Home;Italy Serie B;2019/20;03.03.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.4;1;1;2.3;1;1;-1.9;0;;+0.3;;-1;;-0.6;1;-0.31;0;+0;;-0.00099;0.5;;;-1;;-0.9;0;1;0
Perugia;Pordenone Calcio;Perugia;1-2;Wahr;Home;Italy Serie B;2019/20;03.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.8;1;1;0.7;1;1;0.1;1;;;-1.3;-1;;-0.2;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.1;;0;1;0
Perugia;Trapani;Perugia;1-2;Wahr;Home;Italy Serie B;2019/20;27.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.9;1;1;1.9;1;1;0.0;1;;;-0.1;-1;+0.9;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.0;;0;1;0
Pescara;Cittadella;Pescara;1-2;Wahr;Home;Italy Serie B;2019/20;14.02.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.7;1;1;1.7;1;1;-1.0;0;;;-0.4;-1;;-0.3;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.0;;0;1;0
Pescara;Salernitana;Pescara;1-2;Wahr;Home;Italy Serie B;2019/20;19.01.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.9;1;1;1.7;1;1;0.2;1;;;-0.3;-1;+0.9;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.2;;0;1;0
Pescara;Spezia;Pescara;1-2;Wahr;Home;Italy Serie B;2019/20;19.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.4;1;1;0.6;1;1;-0.2;1;;;-1.5;-1;;-0.6;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+0.8;;0;1;0
Pisa;Venezia;Pisa;1-2;Wahr;Home;Italy Serie B;2019/20;22.02.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.8;1;1;1.1;1;1;0.7;3;;;-0.9;-1;+0.8;;1;-0.31;3;+3;;-0.00099;0.5;;;-1;+1.7;;0;1;0
Pordenone Calcio;Cosenza;Pordenone Calcio;1-2;Wahr;Home;Italy Serie B;2019/20;17.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.1;1;1;1.5;1;1;-0.4;0;;;-0.5;-1;+0.1;;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.6;;0;1;0
Salernitana;Spezia;Salernitana;1-2;Wahr;Home;Italy Serie B;2019/20;31.07.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.3;1;1;2.0;1;1;-0.7;0;;;0.0;-1;+0.3;;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.4;;0;1;0
Spezia;Crotone;Spezia;1-2;Wahr;Home;Italy Serie B;2019/20;31.08.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.4;1;1;1.2;1;1;-0.7;0;;;-0.8;-1;;-0.6;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.3;;0;1;0
Spezia;Pisa;Spezia;1-2;Wahr;Home;Italy Serie B;2019/20;29.06.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.9;1;1;0.7;1;1;0.2;1;;;-1.3;-1;;-0.1;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.2;;0;1;0
Trapani;Juve Stabia;Trapani;1-2;Wahr;Home;Italy Serie B;2019/20;05.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.8;1;1;1.5;1;1;-0.7;0;;;-0.5;-1;;-0.2;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.3;;0;1;0
Venezia;Cittadella;Venezia;1-2;Wahr;Home;Italy Serie B;2019/20;26.12.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;0.9;1;1;1.1;1;1;-0.1;1;;;-0.9;-1;;-0.1;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+0.9;;0;1;0
Venezia;Cremonese;Venezia;1-2;Wahr;Home;Italy Serie B;2019/20;24.08.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.7;1;1;2.4;1;1;-0.8;0;;+0.4;;-1;+0.7;;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.2;;0;1;0
Venezia;Pordenone Calcio;Venezia;1-2;Wahr;Home;Italy Serie B;2019/20;29.10.2019;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.9;1;1;2.8;1;1;-1.0;0;;+0.8;;-1;+0.9;;1;-0.31;0;+0;;-0.00099;0.5;;;-1;+0.0;;0;1;0
Virtus Entella;Crotone;Virtus Entella;1-2;Wahr;Home;Italy Serie B;2019/20;28.02.2020;HT League Table.csv;1;1;1;1;1;1;2;1;1;0;1;1;1.4;1;1;1.3;1;1;0.1;1;;;-0.7;-1;+0.4;;1;-0.31;1;+1;;-0.00099;0.5;;;-1;+1.1;;0;1;0
