Team;AT;HT;Score;Date Range;Home Away;League;Season;Date;Table Name;0. Games;1. GS;1a WDL;1b WDL;1c Goals;1d Goals;2. GA;2a xG;2b xG;3. Pts;3a xG Against;3b xG Against;4. xG;4a Net xG;4b Net xG;5. xGA;5a Points;5b Points;6. Net xG;7. xG Pts;D;GAvsXg+ve;GAvsXg-ve;GD;GSvsXg+ve;GSvsXg-ve;L;Lower xG;Pts vs xG;Pts vs xG +ve;Pts vs xG -ve;RankCalc;Upper xG;W;x. +ve GD;x. -ve GD;x. GD vs NetXg+ve;x. GD vs NetXg-ve;ZN([D]);ZN([L]);ZN([W])
Middlesbrough;Birmingham;Middlesbrough;1-1;Wahr;Home;English League Championship;2019/20;21.01.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.8;1;1;0.6;1;1;1.3;3;1;;-0.4;0;+0.8;;;-0.29;2;+2;;1.00001;0.42;;+0;;+1.3;;1;0;0
Middlesbrough;Blackburn;Middlesbrough;1-1;Wahr;Home;English League Championship;2019/20;01.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.8;1;1;0.7;1;1;1.1;3;1;;-0.3;0;+0.8;;;-0.29;2;+2;;1.00001;0.42;;+0;;+1.1;;1;0;0
Middlesbrough;Millwall;Middlesbrough;1-1;Wahr;Home;English League Championship;2019/20;24.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.6;1;1;1.1;1;1;-0.5;0;1;+0.1;;0;;-0.4;;-0.29;-1;;-1;1.00001;0.42;;+0;;;-0.5;1;0;0
Middlesbrough;Preston;Middlesbrough;1-1;Wahr;Home;English League Championship;2019/20;01.10.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.4;1;1;1.1;1;1;0.4;1;1;+0.1;;0;+0.4;;;-0.29;0;+0;;1.00001;0.42;;+0;;+0.4;;1;0;0
Millwall;Bristol City;Millwall;1-1;Wahr;Home;English League Championship;2019/20;29.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.3;1;1;0.3;1;1;1.0;3;1;;-0.7;0;+0.3;;;-0.29;2;+2;;1.00001;0.42;;+0;;+1.0;;1;0;0
Millwall;Fulham;Millwall;1-1;Wahr;Home;English League Championship;2019/20;12.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.6;1;1;0.8;1;1;0.7;3;1;;-0.2;0;+0.6;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.7;;1;0;0
Millwall;Hull;Millwall;1-1;Wahr;Home;English League Championship;2019/20;31.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.7;1;1;1.0;1;1;0.7;3;1;+0.0;;0;+0.7;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.7;;1;0;0
Millwall;Swansea;Millwall;1-1;Wahr;Home;English League Championship;2019/20;30.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.6;1;1;0.9;1;1;0.7;3;1;;-0.1;0;+0.6;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.7;;1;0;0
Nott'm Forest;Middlesbrough;Nott'm Forest;1-1;Wahr;Home;English League Championship;2019/20;10.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.8;1;1;1.3;1;1;-0.4;0;1;+0.3;;0;;-0.2;;-0.29;-1;;-1;1.00001;0.42;;+0;;;-0.4;1;0;0
Nott'm Forest;Preston;Nott'm Forest;1-1;Wahr;Home;English League Championship;2019/20;31.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.7;1;1;0.7;1;1;0.0;1;1;;-0.3;0;;-0.3;;-0.29;0;+0;;1.00001;0.42;;+0;;;0.0;1;0;0
Nott'm Forest;Reading;Nott'm Forest;1-1;Wahr;Home;English League Championship;2019/20;22.01.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;0.4;1;1;0.7;3;1;;-0.6;0;+0.1;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.7;;1;0;0
Preston;Leeds;Preston;1-1;Wahr;Home;English League Championship;2019/20;22.10.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;1.9;1;1;-0.8;0;1;+0.9;;0;+0.1;;;-0.29;-1;;-1;1.00001;0.42;;+0;;;-0.8;1;0;0
Preston;Nott'm Forest;Preston;1-1;Wahr;Home;English League Championship;2019/20;11.07.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.4;1;1;1.2;1;1;0.2;1;1;+0.2;;0;+0.4;;;-0.29;0;+0;;1.00001;0.42;;+0;;+0.2;;1;0;0
Preston;Swansea;Preston;1-1;Wahr;Home;English League Championship;2019/20;01.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.9;1;1;0.9;1;1;0.0;1;1;;-0.1;0;;-0.1;;-0.29;0;+0;;1.00001;0.42;;+0;;;0.0;1;0;0
QPR;Huddersfield;QPR;1-1;Wahr;Home;English League Championship;2019/20;10.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;1.1;1;1;0.0;1;1;+0.1;;0;+0.1;;;-0.29;0;+0;;1.00001;0.42;;+0;;+0.0;;1;0;0
Reading;Hull;Reading;1-1;Wahr;Home;English League Championship;2019/20;08.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.9;1;1;1.2;1;1;-0.3;1;1;+0.2;;0;;-0.1;;-0.29;0;+0;;1.00001;0.42;;+0;;;-0.3;1;0;0
Reading;Nott'm Forest;Reading;1-1;Wahr;Home;English League Championship;2019/20;11.01.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.4;1;1;0.9;1;1;0.6;3;1;;-0.2;0;+0.4;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.6;;1;0;0
Reading;Stoke;Reading;1-1;Wahr;Home;English League Championship;2019/20;20.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.5;1;1;0.9;1;1;-0.4;0;1;;-0.1;0;;-0.5;;-0.29;-1;;-1;1.00001;0.42;;+0;;;-0.4;1;0;0
Sheffield Weds;Birmingham;Sheffield Weds;1-1;Wahr;Home;English League Championship;2019/20;27.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.6;1;1;0.9;1;1;0.6;3;1;;-0.1;0;+0.6;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.6;;1;0;0
Sheffield Weds;Fulham;Sheffield Weds;1-1;Wahr;Home;English League Championship;2019/20;21.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.5;1;1;1.0;1;1;0.5;3;1;+0.0;;0;+0.5;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.5;;1;0;0
Sheffield Weds;Nott'm Forest;Sheffield Weds;1-1;Wahr;Home;English League Championship;2019/20;20.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.6;1;1;0.6;1;1;1.1;3;1;;-0.4;0;+0.6;;;-0.29;2;+2;;1.00001;0.42;;+0;;+1.1;;1;0;0
Swansea;Blackburn;Swansea;1-1;Wahr;Home;English League Championship;2019/20;11.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.7;1;1;0.4;1;1;0.3;1;1;;-0.6;0;;-0.4;;-0.29;0;+0;;1.00001;0.42;;+0;;+0.3;;1;0;0
Swansea;Reading;Swansea;1-1;Wahr;Home;English League Championship;2019/20;28.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1;1;0.8;1;1;1.2;3;1;;-0.2;0;+1.0;;;-0.29;2;+2;;1.00001;0.42;;+0;;+1.2;;1;0;0
West Brom;Brentford;West Brom;1-1;Wahr;Home;English League Championship;2019/20;21.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.5;1;1;0.7;1;1;-0.1;1;1;;-0.4;0;;-0.5;;-0.29;0;+0;;1.00001;0.42;;+0;;;-0.1;1;0;0
West Brom;Leeds;West Brom;1-1;Wahr;Home;English League Championship;2019/20;01.01.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.9;1;1;0.5;1;1;0.4;1;1;;-0.5;0;;-0.1;;-0.29;0;+0;;1.00001;0.42;;+0;;+0.4;;1;0;0
West Brom;Millwall;West Brom;1-1;Wahr;Home;English League Championship;2019/20;10.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.9;1;1;0.9;1;1;-0.1;1;1;;-0.1;0;;-0.1;;-0.29;0;+0;;1.00001;0.42;;+0;;;-0.1;1;0;0
West Brom;Reading;West Brom;1-1;Wahr;Home;English League Championship;2019/20;21.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.1;1;1;0.6;1;1;1.5;3;1;;-0.4;0;+1.1;;;-0.29;2;+2;;1.00001;0.42;;+0;;+1.5;;1;0;0
Wigan;Derby;Wigan;1-1;Wahr;Home;English League Championship;2019/20;26.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.5;1;1;0.7;1;1;0.8;3;1;;-0.3;0;+0.5;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.8;;1;0;0
Wigan;Fulham;Wigan;1-1;Wahr;Home;English League Championship;2019/20;22.07.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.5;1;1;0.9;1;1;0.5;3;1;;-0.1;0;+0.5;;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.5;;1;0;0
Wigan;Huddersfield;Wigan;1-1;Wahr;Home;English League Championship;2019/20;14.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.8;1;1;0.4;1;1;0.5;3;1;;-0.7;0;;-0.2;;-0.29;2;+2;;1.00001;0.42;;+0;;+0.5;;1;0;0
Wigan;West Brom;Wigan;1-1;Wahr;Home;English League Championship;2019/20;11.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.9;1;1;0.7;1;1;1.2;3;1;;-0.3;0;+0.9;;;-0.29;2;+2;;1.00001;0.42;;+0;;+1.2;;1;0;0
Bielefeld;Hamburg;Bielefeld;1-1;Wahr;Home;German 2. Bundesliga;2019/20;21.10.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1;1;0.9;1;1;0.0;1;1;;-0.1;0;;0.0;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.0;;1;0;0
Bielefeld;Nurnberg;Bielefeld;1-1;Wahr;Home;German 2. Bundesliga;2019/20;06.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;2.6;1;1;-1.5;0;1;+1.6;;0;+0.1;;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-1.5;1;0;0
Bielefeld;Sandhausen;Bielefeld;1-1;Wahr;Home;German 2. Bundesliga;2019/20;23.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.5;1;1;1.9;1;1;-0.5;0;1;+0.9;;0;+0.5;;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.5;1;0;0
Bielefeld;St Pauli;Bielefeld;1-1;Wahr;Home;German 2. Bundesliga;2019/20;29.07.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1;1;0.7;1;1;1.3;3;1;;-0.3;0;+1.0;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.3;;1;0;0
Bielefeld;VfL Osnabruck;Bielefeld;1-1;Wahr;Home;German 2. Bundesliga;2019/20;17.05.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;1.2;1;1;-0.1;1;1;+0.2;;0;+0.1;;;-0.22;0;+0;;1.00001;0.42;;+0;;;-0.1;1;0;0
Bochum;VfL Osnabruck;Bochum;1-1;Wahr;Home;German 2. Bundesliga;2019/20;22.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.1;1;1;2.6;1;1;-0.6;0;1;+1.6;;0;+1.1;;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.6;1;0;0
Darmstadt;Greuther Furth;Darmstadt;1-1;Wahr;Home;German 2. Bundesliga;2019/20;29.05.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.4;1;1;2.0;1;1;0.4;1;1;+1.0;;0;+1.4;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.4;;1;0;0
Darmstadt;Karlsruher SC;Darmstadt;1-1;Wahr;Home;German 2. Bundesliga;2019/20;04.10.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;0.8;1;1;0.4;1;1;;-0.2;0;+0.1;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.4;;1;0;0
Darmstadt;Stuttgart;Darmstadt;1-1;Wahr;Home;German 2. Bundesliga;2019/20;16.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.3;1;1;1.6;1;1;-0.2;0;1;+0.6;;0;+0.3;;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.2;1;0;0
Dresden;Greuther Furth;Dresden;1-1;Wahr;Home;German 2. Bundesliga;2019/20;09.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.6;1;1;1.2;1;1;0.5;3;1;+0.2;;0;+0.6;;;-0.22;2;+2;;1.00001;0.42;;+0;;+0.5;;1;0;0
Dresden;Sandhausen;Dresden;1-1;Wahr;Home;German 2. Bundesliga;2019/20;08.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.9;1;1;2.1;1;1;-1.3;0;1;+1.1;;0;;-0.1;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-1.3;1;0;0
Erzgebirge Aue;Heidenheim;Erzgebirge Aue;1-1;Wahr;Home;German 2. Bundesliga;2019/20;02.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.4;1;1;1.1;1;1;-0.7;0;1;+0.1;;0;;-0.6;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.7;1;0;0
Hamburg;Darmstadt;Hamburg;1-1;Wahr;Home;German 2. Bundesliga;2019/20;28.07.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.9;1;1;0.6;1;1;2.3;3;1;;-0.4;0;+1.9;;;-0.22;2;+2;;1.00001;0.42;;+0;;+2.3;;1;0;0
Hamburg;VfL Osnabruck;Hamburg;1-1;Wahr;Home;German 2. Bundesliga;2019/20;16.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.7;1;1;1.3;1;1;-0.6;0;1;+0.3;;0;;-0.3;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.6;1;0;0
Hannover;Greuther Furth;Hannover;1-1;Wahr;Home;German 2. Bundesliga;2019/20;24.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.0;1;1;1.2;1;1;0.9;3;1;+0.2;;0;+1.0;;;-0.22;2;+2;;1.00001;0.42;;+0;;+0.9;;1;0;0
Hannover;Hamburg;Hannover;1-1;Wahr;Home;German 2. Bundesliga;2019/20;15.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.5;1;1;1.5;1;1;-0.9;0;1;+0.5;;0;;-0.5;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.9;1;0;0
Hannover;Karlsruher SC;Hannover;1-1;Wahr;Home;German 2. Bundesliga;2019/20;27.05.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.8;1;1;1.9;1;1;-0.1;1;1;+0.9;;0;+0.8;;;-0.22;0;+0;;1.00001;0.42;;+0;;;-0.1;1;0;0
Hannover;Regensburg;Hannover;1-1;Wahr;Home;German 2. Bundesliga;2019/20;03.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.4;1;1;1.7;1;1;0.7;3;1;+0.7;;0;+1.4;;;-0.22;2;+2;;1.00001;0.42;;+0;;+0.7;;1;0;0
Hannover;Sandhausen;Hannover;1-1;Wahr;Home;German 2. Bundesliga;2019/20;01.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.8;1;1;1.2;1;1;0.6;3;1;+0.2;;0;+0.8;;;-0.22;2;+2;;1.00001;0.42;;+0;;+0.6;;1;0;0
Holstein Kiel;Darmstadt;Holstein Kiel;1-1;Wahr;Home;German 2. Bundesliga;2019/20;29.01.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.2;1;1;0.6;1;1;1.6;3;1;;-0.5;0;+1.2;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.6;;1;0;0
Holstein Kiel;Erzgebirge Aue;Holstein Kiel;1-1;Wahr;Home;German 2. Bundesliga;2019/20;01.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.4;1;1;3.7;1;1;-2.3;0;1;+2.7;;0;+0.4;;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-2.3;1;0;0
Holstein Kiel;Greuther Furth;Holstein Kiel;1-1;Wahr;Home;German 2. Bundesliga;2019/20;08.03.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.7;1;1;0.6;1;1;1.1;3;1;;-0.4;0;+0.7;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.1;;1;0;0
Holstein Kiel;Hamburg;Holstein Kiel;1-1;Wahr;Home;German 2. Bundesliga;2019/20;09.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.2;1;1;1.2;1;1;0.0;1;1;+0.2;;0;+0.2;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.0;;1;0;0
Holstein Kiel;Nurnberg;Holstein Kiel;1-1;Wahr;Home;German 2. Bundesliga;2019/20;28.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1;1;1.0;1;1;0.0;1;1;+0.0;;0;+0.0;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.0;;1;0;0
Holstein Kiel;Sandhausen;Holstein Kiel;1-1;Wahr;Home;German 2. Bundesliga;2019/20;27.07.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.8;1;1;1.7;1;1;0.1;1;1;+0.7;;0;+0.8;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.1;;1;0;0
Karlsruher SC;Erzgebirge Aue;Karlsruher SC;1-1;Wahr;Home;German 2. Bundesliga;2019/20;11.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.3;1;1;1.0;1;1;1.3;3;1;;-0.1;0;+1.3;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.3;;1;0;0
Karlsruher SC;Heidenheim;Karlsruher SC;1-1;Wahr;Home;German 2. Bundesliga;2019/20;28.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.2;1;1;0.5;1;1;0.8;3;1;;-0.6;0;+0.2;;;-0.22;2;+2;;1.00001;0.42;;+0;;+0.8;;1;0;0
Karlsruher SC;St Pauli;Karlsruher SC;1-1;Wahr;Home;German 2. Bundesliga;2019/20;30.05.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.8;1;1;0.5;1;1;1.3;3;1;;-0.5;0;+0.8;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.3;;1;0;0
Karlsruher SC;VfL Osnabruck;Karlsruher SC;1-1;Wahr;Home;German 2. Bundesliga;2019/20;16.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.8;1;1;1.4;1;1;1.3;3;1;+0.4;;0;+1.8;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.3;;1;0;0
Nurnberg;Erzgebirge Aue;Nurnberg;1-1;Wahr;Home;German 2. Bundesliga;2019/20;22.05.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.3;1;1;1.1;1;1;0.2;1;1;+0.1;;0;+0.3;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.2;;1;0;0
Nurnberg;Karlsruher SC;Nurnberg;1-1;Wahr;Home;German 2. Bundesliga;2019/20;21.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.2;1;1;1.1;1;1;1.1;3;1;+0.1;;0;+1.2;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.1;;1;0;0
Nurnberg;Regensburg;Nurnberg;1-1;Wahr;Home;German 2. Bundesliga;2019/20;27.10.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.2;1;1;1.2;1;1;0.1;1;1;+0.2;;0;+0.2;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.1;;1;0;0
Nurnberg;St Pauli;Nurnberg;1-1;Wahr;Home;German 2. Bundesliga;2019/20;06.10.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;1.0;1;1;0.1;1;1;;0.0;0;+0.1;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.1;;1;0;0
SV Wehen Wiesbaden;Greuther Furth;SV Wehen Wiesbaden;1-1;Wahr;Home;German 2. Bundesliga;2019/20;21.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.9;1;1;1.5;1;1;0.3;1;1;+0.5;;0;+0.9;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.3;;1;0;0
SV Wehen Wiesbaden;Hamburg;SV Wehen Wiesbaden;1-1;Wahr;Home;German 2. Bundesliga;2019/20;03.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.8;1;1;3.1;1;1;-2.3;0;1;+2.1;;0;;-0.2;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-2.3;1;0;0
Sandhausen;Bochum;Sandhausen;1-1;Wahr;Home;German 2. Bundesliga;2019/20;21.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.2;1;1;1.5;1;1;0.7;3;1;+0.5;;0;+1.2;;;-0.22;2;+2;;1.00001;0.42;;+0;;+0.7;;1;0;0
Sandhausen;Hamburg;Sandhausen;1-1;Wahr;Home;German 2. Bundesliga;2019/20;15.12.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.7;1;1;2.3;1;1;-0.6;0;1;+1.3;;0;+0.7;;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.6;1;0;0
St Pauli;Bochum;St Pauli;1-1;Wahr;Home;German 2. Bundesliga;2019/20;08.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.8;1;1;1.9;1;1;-1.0;0;1;+0.9;;0;;-0.2;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-1.0;1;0;0
St Pauli;Regensburg;St Pauli;1-1;Wahr;Home;German 2. Bundesliga;2019/20;21.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.5;1;1;0.3;1;1;1.2;3;1;;-0.7;0;+0.5;;;-0.22;2;+2;;1.00001;0.42;;+0;;+1.2;;1;0;0
St Pauli;Stuttgart;St Pauli;1-1;Wahr;Home;German 2. Bundesliga;2019/20;01.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.7;1;1;1.3;1;1;-0.6;0;1;+0.3;;0;;-0.3;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.6;1;0;0
Stuttgart;Bielefeld;Stuttgart;1-1;Wahr;Home;German 2. Bundesliga;2019/20;09.03.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1;1;1.4;1;1;-0.3;0;1;+0.4;;0;+0.1;;;-0.22;-1;;-1;1.00001;0.42;;+0;;;-0.3;1;0;0
VfL Osnabruck;St Pauli;VfL Osnabruck;1-1;Wahr;Home;German 2. Bundesliga;2019/20;22.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.2;1;1;1.1;1;1;0.1;1;1;+0.1;;0;+0.2;;;-0.22;0;+0;;1.00001;0.42;;+0;;+0.1;;1;0;0
Augsburg;FC Koln;Augsburg;1-1;Wahr;Home;German Bundesliga;2019/20;07.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.4;1;1;0.9;1;1;1.4;3;1;;-0.1;0;+1.4;;;-0.29;2;+2;;1.00001;0.48;;+0;;+1.4;;1;0;0
Augsburg;Freiburg;Augsburg;1-1;Wahr;Home;German Bundesliga;2019/20;15.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.8;1;1;1.5;1;1;-0.6;0;1;+0.5;;0;;-0.2;;-0.29;-1;;-1;1.00001;0.48;;+0;;;-0.6;1;0;0
Augsburg;Union Berlin;Augsburg;1-1;Wahr;Home;German Bundesliga;2019/20;24.08.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.4;1;1;0.9;1;1;0.5;3;1;;-0.1;0;+0.4;;;-0.29;2;+2;;1.00001;0.48;;+0;;+0.5;;1;0;0
FC Koln;Augsburg;FC Koln;1-1;Wahr;Home;German Bundesliga;2019/20;30.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.2;1;1;2.2;1;1;-1.0;0;1;+1.2;;0;+0.2;;;-0.29;-1;;-1;1.00001;0.48;;+0;;;-1.0;1;0;0
FC Koln;Ein Frankfurt;FC Koln;1-1;Wahr;Home;German Bundesliga;2019/20;20.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.0;1;1;1.3;1;1;-0.3;0;1;+0.3;;0;;0.0;;-0.29;-1;;-1;1.00001;0.48;;+0;;;-0.3;1;0;0
Fortuna Dusseldorf;Augsburg;Fortuna Dusseldorf;1-1;Wahr;Home;German Bundesliga;2019/20;20.06.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.5;1;1;1.2;1;1;-0.7;0;1;+0.2;;0;;-0.5;;-0.29;-1;;-1;1.00001;0.48;;+0;;;-0.7;1;0;0
Fortuna Dusseldorf;Ein Frankfurt;Fortuna Dusseldorf;1-1;Wahr;Home;German Bundesliga;2019/20;01.02.2020;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.3;1;1;1.3;1;1;-1.0;0;1;+0.3;;0;;-0.7;;-0.29;-1;;-1;1.00001;0.48;;+0;;;-1.0;1;0;0
Fortuna Dusseldorf;Wolfsburg;Fortuna Dusseldorf;1-1;Wahr;Home;German Bundesliga;2019/20;13.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;0.6;1;1;2.5;1;1;-1.9;0;1;+1.5;;0;;-0.4;;-0.29;-1;;-1;1.00001;0.48;;+0;;;-1.9;1;0;0
Freiburg;Augsburg;Freiburg;1-1;Wahr;Home;German Bundesliga;2019/20;21.09.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;1.3;1;1;1.0;1;1;0.3;1;1;+0.0;;0;+0.3;;;-0.29;0;+0;;1.00001;0.48;;+0;;+0.3;;1;0;0
Hoffenheim;Fortuna Dusseldorf;Hoffenheim;1-1;Wahr;Home;German Bundesliga;2019/20;30.11.2019;HT League Table.csv;1;1;1;1;1;1;1;1;1;1;1;1;2.3;1;1;1.0;1;1;1.3;3;1;;0.0;0;+1.3;;;-0.29;2;+2;;1.00001;0.48;;+0;;+1.3;;1;0;0
