Date;Local;Visitor;HG;AG;Outcome;1.5+;2.5+;3.5+;TG;BTS;hCS;aCS;HTh;HTa;FG;sample
21 Dec;Erzgebirge Aue;Greuther Furth;3;1;Home win;+;+;+;4;+;-;-;1;0;L;0
21 Dec;Hannover 96;Stuttgart;2;2;Draw;+;+;+;4;+;-;-;1;0;L;0
21 Dec;Sankt Pauli;Bielefeld;3;0;Home win;+;+;-;3;-;+;-;2;0;L;0
22 Dec;Bochum;Regensburg;2;3;Away win;+;+;+;5;+;-;-;1;2;V;0
22 Dec;Heidenheim;Osnabruck;3;1;Home win;+;+;+;4;+;-;-;1;0;L;0
22 Dec;Sandhausen;Holstein Kiel;2;2;Draw;+;+;+;4;+;-;-;0;1;V;0
28. Jan;Bielefeld;Bochum;2;0;Home win;+;-;-;2;-;+;-;1;0;L;0
28. Jan;Greuther Furth;Sankt Pauli;3;0;Home win;+;+;-;3;-;+;-;1;0;L;0
28. Jan;Regensburg;Hannover 96;1;0;Home win;-;-;-;1;-;+;-;1;0;L;0
28. Jan;Wehen Wiesbaden;Erzgebirge Aue;1;0;Home win;-;-;-;1;-;+;-;1;0;L;0
29. Jan;Dynamo Dresden;Karlsruher SC;1;0;Home win;-;-;-;1;-;+;-;1;0;L;0
29. Jan;Holstein Kiel;Darmstadt;1;1;Draw;+;-;-;2;+;-;-;1;1;L;0
29. Jan;Osnabruck;Sandhausen;1;3;Away win;+;+;+;4;+;-;-;0;1;V;0
29. Jan;Stuttgart;Heidenheim;3;0;Home win;+;+;-;3;-;+;-;1;0;L;0
30. Jan;Hamburger SV;FC Nurnberg;4;1;Home win;+;+;+;5;+;-;-;2;0;L;0
31. Jan;Erzgebirge Aue;Bielefeld;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
31. Jan;Regensburg;Greuther Furth;0;2;Away win;+;-;-;2;-;-;+;0;2;V;0
01. Feb;Hannover 96;Wehen Wiesbaden;2;2;Draw;+;+;+;4;+;-;-;0;1;V;0
01. Feb;Karlsruher SC;Holstein Kiel;0;2;Away win;+;-;-;2;-;-;+;0;2;V;0
01. Feb;Sankt Pauli;Stuttgart;1;1;Draw;+;-;-;2;+;-;-;0;0;L;0
02. Feb;Darmstadt;Osnabruck;2;2;Draw;+;+;+;4;+;-;-;1;1;L;0
02. Feb;FC Nurnberg;Sandhausen;2;0;Home win;+;-;-;2;-;+;-;1;0;L;0
02. Feb;Heidenheim;Dynamo Dresden;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
03. Feb;Bochum;Hamburger SV;1;3;Away win;+;+;+;4;+;-;-;0;0;L;0
07. Feb;Dynamo Dresden;Darmstadt;2;3;Away win;+;+;+;5;+;-;-;1;3;L;0
07. Feb;Sandhausen;Heidenheim;0;1;Away win;-;-;-;1;-;-;+;0;1;V;0
08. Feb;Hamburger SV;Karlsruher SC;2;0;Home win;+;-;-;2;-;+;-;0;0;L;0
08. Feb;Osnabruck;FC Nurnberg;0;1;Away win;-;-;-;1;-;-;+;0;0;V;0
08. Feb;Stuttgart;Erzgebirge Aue;3;0;Home win;+;+;-;3;-;+;-;2;0;L;0
09. Feb;Bielefeld;Regensburg;6;0;Home win;+;+;+;6;-;+;-;2;0;L;0
09. Feb;Greuther Furth;Hannover 96;1;3;Away win;+;+;+;4;+;-;-;0;1;V;0
09. Feb;Wehen Wiesbaden;Bochum;0;1;Away win;-;-;-;1;-;-;+;0;1;V;0
10. Feb;Holstein Kiel;Sankt Pauli;2;1;Home win;+;+;-;3;+;-;-;1;0;L;0
14. Feb;Heidenheim;FC Nurnberg;2;2;Draw;+;+;+;4;+;-;-;1;1;V;0
14. Feb;Sankt Pauli;Dynamo Dresden;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
15. Feb;Greuther Furth;Bielefeld;2;4;Away win;+;+;+;6;+;-;-;0;2;V;0
15. Feb;Hannover 96;Hamburger SV;1;1;Draw;+;-;-;2;+;-;-;0;0;L;0
15. Feb;Regensburg;Wehen Wiesbaden;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
16. Feb;Darmstadt;Sandhausen;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
16. Feb;Erzgebirge Aue;Holstein Kiel;1;2;Away win;+;+;-;3;+;-;-;0;1;V;0
16. Feb;Karlsruher SC;Osnabruck;1;1;Draw;+;-;-;2;+;-;-;1;0;L;0
17. Feb;Bochum;Stuttgart;0;1;Away win;-;-;-;1;-;-;+;0;0;V;0
21. Feb;Osnabruck;Erzgebirge Aue;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
21. Feb;Wehen Wiesbaden;Greuther Furth;1;1;Draw;+;-;-;2;+;-;-;1;0;L;0
22. Feb;Dynamo Dresden;Bochum;1;2;Away win;+;+;-;3;+;-;-;0;0;V;0
22. Feb;Hamburger SV;Sankt Pauli;0;2;Away win;+;-;-;2;-;-;+;0;2;V;0
22. Feb;Holstein Kiel;Heidenheim;0;1;Away win;-;-;-;1;-;-;+;0;0;V;0
22. Feb;Stuttgart;Regensburg;2;0;Home win;+;-;-;2;-;+;-;0;0;L;0
23. Feb;Bielefeld;Hannover 96;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
23. Feb;FC Nurnberg;Darmstadt;1;2;Away win;+;+;-;3;+;-;-;1;0;L;0
23. Feb;Sandhausen;Karlsruher SC;0;2;Away win;+;-;-;2;-;-;+;0;2;V;0
28. Feb;Karlsruher SC;FC Nurnberg;0;1;Away win;-;-;-;1;-;-;+;0;0;V;0
28. Feb;Regensburg;Dynamo Dresden;1;2;Away win;+;+;-;3;+;-;-;0;0;L;0
29. Feb;Darmstadt;Heidenheim;2;0;Home win;+;-;-;2;-;+;-;2;0;L;0
29. Feb;Erzgebirge Aue;Hamburger SV;3;0;Home win;+;+;-;3;-;+;-;1;0;L;0
29. Feb;Greuther Furth;Stuttgart;2;0;Home win;+;-;-;2;-;+;-;0;0;L;0
1 Mar;Bielefeld;Wehen Wiesbaden;1;0;Home win;-;-;-;1;-;+;-;0;0;L;0
1 Mar;Bochum;Sandhausen;4;4;Draw;+;+;+;8;+;-;-;2;2;L;0
1 Mar;Sankt Pauli;Osnabruck;3;1;Home win;+;+;+;4;+;-;-;2;0;L;0
2 Mar;Hannover 96;Holstein Kiel;3;1;Home win;+;+;+;4;+;-;-;1;0;L;0
6 Mar;FC Nurnberg;Hannover 96;0;3;Away win;+;+;-;3;-;-;+;0;2;V;0
6 Mar;Osnabruck;Wehen Wiesbaden;2;6;Away win;+;+;+;8;+;-;-;2;5;L;0
7 Mar;Darmstadt;Bochum;0;0;Draw;-;-;-;0;-;+;+;0;0;-;0
7 Mar;Hamburger SV;Regensburg;2;1;Home win;+;+;-;3;+;-;-;1;1;L;0
7 Mar;Heidenheim;Karlsruher SC;3;1;Home win;+;+;+;4;+;-;-;3;0;L;0
8 Mar;Dynamo Dresden;Erzgebirge Aue;2;1;Home win;+;+;-;3;+;-;-;1;1;V;0
8 Mar;Holstein Kiel;Greuther Furth;1;1;Draw;+;-;-;2;+;-;-;1;1;V;0
8 Mar;Sandhausen;Sankt Pauli;2;2;Draw;+;+;+;4;+;-;-;1;1;V;0
9 Mar;Stuttgart;Bielefeld;1;1;Draw;+;-;-;2;+;-;-;0;0;L;0
16 May;Bochum;Heidenheim;3;0;Home win;+;+;-;3;-;+;-;2;0;L;1
16 May;Erzgebirge Aue;Sandhausen;3;1;Home win;+;+;+;4;+;-;-;1;0;L;1
16 May;Karlsruher SC;Darmstadt;2;0;Home win;+;-;-;2;-;+;-;0;0;L;1
16 May;Regensburg;Holstein Kiel;2;2;Draw;+;+;+;4;+;-;-;0;1;V;1
17 May;Bielefeld;Osnabruck;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
17 May;Greuther Furth;Hamburger SV;2;2;Draw;+;+;+;4;+;-;-;1;1;L;1
17 May;Sankt Pauli;FC Nurnberg;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
17 May;Wehen Wiesbaden;Stuttgart;2;1;Home win;+;+;-;3;+;-;-;0;0;L;1
22 May;FC Nurnberg;Erzgebirge Aue;1;1;Draw;+;-;-;2;+;-;-;0;0;V;1
22 May;Heidenheim;Wehen Wiesbaden;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
23 May;Darmstadt;Sankt Pauli;4;0;Home win;+;+;+;4;-;+;-;1;0;L;1
23 May;Osnabruck;Hannover 96;2;4;Away win;+;+;+;6;+;-;-;1;1;L;1
23 May;Sandhausen;Regensburg;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
24 May;Hamburger SV;Bielefeld;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
24 May;Holstein Kiel;Stuttgart;3;2;Home win;+;+;+;5;+;-;-;1;0;L;1
24 May;Karlsruher SC;Bochum;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
26 May;Erzgebirge Aue;Darmstadt;1;3;Away win;+;+;+;4;+;-;-;1;1;L;1
26 May;Greuther Furth;Osnabruck;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
26 May;Regensburg;FC Nurnberg;2;2;Draw;+;+;+;4;+;-;-;1;1;V;1
26 May;Wehen Wiesbaden;Sandhausen;0;1;Away win;-;-;-;1;-;-;+;0;1;V;1
27 May;Bochum;Holstein Kiel;2;1;Home win;+;+;-;3;+;-;-;0;0;L;1
27 May;Hannover 96;Karlsruher SC;1;1;Draw;+;-;-;2;+;-;-;0;0;L;1
27 May;Sankt Pauli;Heidenheim;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
28 May;Stuttgart;Hamburger SV;3;2;Home win;+;+;+;5;+;-;-;0;2;V;1
29 May;Darmstadt;Greuther Furth;1;1;Draw;+;-;-;2;+;-;-;0;0;L;1
29 May;Osnabruck;Regensburg;2;2;Draw;+;+;+;4;+;-;-;0;2;V;1
30 May;FC Nurnberg;Bochum;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
30 May;Holstein Kiel;Bielefeld;1;2;Away win;+;+;-;3;+;-;-;0;1;V;1
30 May;Karlsruher SC;Sankt Pauli;1;1;Draw;+;-;-;2;+;-;-;0;0;V;1
30 May;Sandhausen;Hannover 96;3;1;Home win;+;+;+;4;+;-;-;0;0;L;1
31 May;Dynamo Dresden;Stuttgart;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
31 May;Hamburger SV;Wehen Wiesbaden;3;2;Home win;+;+;+;5;+;-;-;2;1;V;1
31 May;Heidenheim;Erzgebirge Aue;3;0;Home win;+;+;-;3;-;+;-;0;0;L;1
03. Jun;Hannover 96;Dynamo Dresden;3;0;Home win;+;+;-;3;-;+;-;3;0;L;1
05. Jun;Bochum;Sankt Pauli;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
05. Jun;Greuther Furth;Sandhausen;1;2;Away win;+;+;-;3;+;-;-;0;2;V;1
06. Jun;Bielefeld;FC Nurnberg;1;1;Draw;+;-;-;2;+;-;-;1;1;L;1
06. Jun;Regensburg;Darmstadt;3;0;Home win;+;+;-;3;-;+;-;1;0;L;1
06. Jun;Wehen Wiesbaden;Dynamo Dresden;2;3;Away win;+;+;+;5;+;-;-;2;2;V;1
07. Jun;Erzgebirge Aue;Karlsruher SC;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
07. Jun;Hannover 96;Heidenheim;2;1;Home win;+;+;-;3;+;-;-;2;0;L;1
07. Jun;Stuttgart;Osnabruck;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
