Date;Local;Visitor;HG;AG;Outcome;1.5+;2.5+;3.5+;TG;BTS;hCS;aCS;HTh;HTa;FG;sample
06. Jun;Leverkusen;Bayern Munich;2;4;Away win;+;+;+;6;+;-;-;1;3;L;1
06. Jun;RB Leipzig;Paderborn;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
07. Jun;FC Augsburg;FC Koln;1;1;Draw;+;-;-;2;+;-;-;0;0;V;1
07. Jun;Union Berlin;Schalke 04;1;1;Draw;+;-;-;2;+;-;-;1;1;L;1
07. Jun;Werder Bremen;Wolfsburg;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
12. Jun;Hoffenheim;RB Leipzig;0;2;Away win;+;-;-;2;-;-;+;0;2;V;1
13. Jun;Bayern Munich;Monchengladbach;2;1;Home win;+;+;-;3;+;-;-;1;1;L;1
13. Jun;Dusseldorf;Dortmund;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
13. Jun;FC Koln;Union Berlin;1;2;Away win;+;+;-;3;+;-;-;0;1;V;1
13. Jun;Hertha Berlin;E. Frankfurt;1;4;Away win;+;+;+;5;+;-;-;1;0;L;1
13. Jun;Paderborn;Werder Bremen;1;5;Away win;+;+;+;6;+;-;-;0;3;V;1
13. Jun;Wolfsburg;Freiburg;2;2;Draw;+;+;+;4;+;-;-;2;1;L;1
14. Jun;FSV Mainz;FC Augsburg;0;1;Away win;-;-;-;1;-;-;+;0;1;V;1
14. Jun;Schalke 04;Leverkusen;1;1;Draw;+;-;-;2;+;-;-;0;0;L;1
16. Jun;Freiburg;Hertha Berlin;2;1;Home win;+;+;-;3;+;-;-;0;0;L;1
16. Jun;Monchengladbach;Wolfsburg;3;0;Home win;+;+;-;3;-;+;-;2;0;L;1
16. Jun;Union Berlin;Paderborn;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
16. Jun;Werder Bremen;Bayern Munich;0;1;Away win;-;-;-;1;-;-;+;0;1;V;1
17. Jun;Dortmund;FSV Mainz;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
17. Jun;E. Frankfurt;Schalke 04;2;1;Home win;+;+;-;3;+;-;-;1;0;L;1
17. Jun;FC Augsburg;Hoffenheim;1;3;Away win;+;+;+;4;+;-;-;0;0;V;1
17. Jun;Leverkusen;FC Koln;3;1;Home win;+;+;+;4;+;-;-;2;0;L;1
17. Jun;RB Leipzig;Dusseldorf;2;2;Draw;+;+;+;4;+;-;-;0;0;L;1
20. Jun;Bayern Munich;Freiburg;3;1;Home win;+;+;+;4;+;-;-;3;1;L;1
20. Jun;Dusseldorf;FC Augsburg;1;1;Draw;+;-;-;2;+;-;-;1;1;V;1
20. Jun;FC Koln;E. Frankfurt;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
20. Jun;FSV Mainz;Werder Bremen;3;1;Home win;+;+;+;4;+;-;-;2;0;L;1
20. Jun;Hertha Berlin;Leverkusen;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
20. Jun;Hoffenheim;Union Berlin;4;0;Home win;+;+;+;4;-;+;-;3;0;L;1
20. Jun;Paderborn;Monchengladbach;1;3;Away win;+;+;+;4;+;-;-;0;1;V;1
20. Jun;RB Leipzig;Dortmund;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
20. Jun;Schalke 04;Wolfsburg;1;4;Away win;+;+;+;5;+;-;-;0;1;V;1
27. Jun;Dortmund;Hoffenheim;0;4;Away win;+;+;+;4;-;-;+;0;2;V;1
27. Jun;E. Frankfurt;Paderborn;3;2;Home win;+;+;+;5;+;-;-;2;0;L;1
27. Jun;FC Augsburg;RB Leipzig;1;2;Away win;+;+;-;3;+;-;-;0;1;V;1
27. Jun;Freiburg;Schalke 04;4;0;Home win;+;+;+;4;-;+;-;2;0;L;1
27. Jun;Leverkusen;FSV Mainz;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
27. Jun;Monchengladbach;Hertha Berlin;2;1;Home win;+;+;-;3;+;-;-;1;0;L;1
27. Jun;Union Berlin;Dusseldorf;3;0;Home win;+;+;-;3;-;+;-;1;0;L;1
27. Jun;Werder Bremen;FC Koln;6;1;Home win;+;+;+;7;+;-;-;3;0;L;1
27. Jun;Wolfsburg;Bayern Munich;0;4;Away win;+;+;+;4;-;-;+;0;2;V;1
