Date;Local;Visitor;HG;AG;Outcome;1.5+;2.5+;3.5+;TG;BTS;hCS;aCS;HTh;HTa;FG;sample
24. Jun;Jagiellonia;Legia Warsaw;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
24. Jun;Lech Poznan;Pogon Szczecin;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
24. Jun;Lechia Gdansk;Piast Gliwice;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
25. Jun;Slask Wroclaw;KS Cracovia;3;2;Home win;+;+;+;5;+;-;-;0;0;V;1
26. Jun;Rakow Czest.;Arka Gdynia;3;2;Home win;+;+;+;5;+;-;-;2;0;L;1
26. Jun;Zaglebie Lubin;Korona Kielce;2;1;Home win;+;+;-;3;+;-;-;1;1;L;1
27. Jun;Gornik Zabrze;Wisla Krakow;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
27. Jun;Legia Warsaw;Piast Gliwice;1;1;Draw;+;-;-;2;+;-;-;0;0;V;1
27. Jun;Wisla Plock;LKS Lodz;2;0;Home win;+;-;-;2;-;+;-;2;0;L;1
28. Jun;Jagiellonia;Lechia Gdansk;1;2;Away win;+;+;-;3;+;-;-;1;0;L;1
28. Jun;Slask Wroclaw;Lech Poznan;2;2;Draw;+;+;+;4;+;-;-;0;1;V;1
29. Jun;KS Cracovia;Pogon Szczecin;2;1;Home win;+;+;-;3;+;-;-;1;0;L;1
03. Jul;Korona Kielce;Arka Gdynia;1;1;Draw;+;-;-;2;+;-;-;0;1;V;1
03. Jul;LKS Lodz;Wisla Krakow;1;2;Away win;+;+;-;3;+;-;-;1;1;L;1
04. Jul;Lech Poznan;Legia Warsaw;2;1;Home win;+;+;-;3;+;-;-;2;0;L;1
04. Jul;Lechia Gdansk;KS Cracovia;0;3;Away win;+;+;-;3;-;-;+;0;0;V;1
04. Jul;Rakow Czest.;Zaglebie Lubin;1;2;Away win;+;+;-;3;+;-;-;0;2;V;1
05. Jul;Piast Gliwice;Slask Wroclaw;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
05. Jul;Pogon Szczecin;Jagiellonia;2;2;Draw;+;+;+;4;+;-;-;2;0;L;1
06. Jul;Wisla Plock;Gornik Zabrze;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
10. Jul;Gornik Zabrze;Rakow Czest.;4;1;Home win;+;+;+;5;+;-;-;1;1;V;1
10. Jul;Zaglebie Lubin;Wisla Plock;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
11. Jul;Arka Gdynia;LKS Lodz;3;2;Home win;+;+;+;5;+;-;-;3;0;L;1
11. Jul;Legia Warsaw;KS Cracovia;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
11. Jul;Wisla Krakow;Korona Kielce;1;1;Draw;+;-;-;2;+;-;-;1;1;L;1
12. Jul;Lech Poznan;Lechia Gdansk;3;2;Home win;+;+;+;5;+;-;-;3;1;L;1
12. Jul;Piast Gliwice;Jagiellonia;2;0;Home win;+;-;-;2;-;+;-;2;0;L;1
12. Jul;Slask Wroclaw;Pogon Szczecin;2;2;Draw;+;+;+;4;+;-;-;2;1;V;1
14. Jul;Arka Gdynia;Gornik Zabrze;1;2;Away win;+;+;-;3;+;-;-;0;1;V;1
14. Jul;LKS Lodz;Rakow Czest.;3;2;Home win;+;+;+;5;+;-;-;1;2;V;1
14. Jul;Wisla Plock;Korona Kielce;3;1;Home win;+;+;+;4;+;-;-;3;1;V;1
14. Jul;Zaglebie Lubin;Wisla Krakow;3;1;Home win;+;+;+;4;+;-;-;2;1;V;1
15. Jul;Jagiellonia;Slask Wroclaw;2;1;Home win;+;+;-;3;+;-;-;1;1;L;1
15. Jul;KS Cracovia;Lech Poznan;1;2;Away win;+;+;-;3;+;-;-;0;1;V;1
15. Jul;Lechia Gdansk;Legia Warsaw;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
15. Jul;Pogon Szczecin;Piast Gliwice;1;0;Home win;-;-;-;1;-;+;-;1;0;L;1
18. Jul;Gornik Zabrze;Zaglebie Lubin;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
18. Jul;Korona Kielce;LKS Lodz;2;0;Home win;+;-;-;2;-;+;-;0;0;L;1
18. Jul;Rakow Czest.;Wisla Plock;2;1;Home win;+;+;-;3;+;-;-;0;1;V;1
18. Jul;Wisla Krakow;Arka Gdynia;0;1;Away win;-;-;-;1;-;-;+;0;1;V;1
19. Jul;Lech Poznan;Jagiellonia;4;0;Home win;+;+;+;4;-;+;-;4;0;L;1
19. Jul;Legia Warsaw;Pogon Szczecin;1;2;Away win;+;+;-;3;+;-;-;0;1;V;1
19. Jul;Piast Gliwice;KS Cracovia;1;1;Draw;+;-;-;2;+;-;-;0;1;V;1
19. Jul;Slask Wroclaw;Lechia Gdansk;1;2;Away win;+;+;-;3;+;-;-;1;1;V;1
